service,state,sbytes,dbytes,sttl,dttl,sload,sloss,dloss,smean,dmean,response_body_len,ct_srv_src,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_srv_dst,attack_cat
4,0,930,268,254,252,21570.00977,2,1,93,45,0,1,1,1,1,0,0,1,7
0,1,46,0,0,0,0,0,0,46,0,0,1,1,1,1,0,0,1,0
2,0,82525,2156,62,252,301838.2813,37,8,1032,77,0,1,1,1,1,0,0,1,4
4,0,734,5302,62,252,16235.15137,2,3,73,530,2194,1,1,1,1,0,0,1,4
6,1,114,0,254,0,65142856,0,0,57,0,0,24,17,17,24,0,0,24,6
0,0,628,268,254,252,8242.797852,2,1,63,45,0,9,1,1,5,0,0,5,0
1,0,2934,3742,31,29,14594.24609,11,15,56,69,0,1,1,1,1,1,1,1,0
0,1,200,0,254,0,266666656,0,0,100,0,0,5,2,2,5,0,0,5,3
6,2,146,178,31,29,581673.3125,0,0,73,89,0,6,1,1,1,0,0,3,0
0,2,568,312,31,29,643504.5625,0,0,142,78,0,3,1,1,3,0,0,4,0
6,1,114,0,254,0,57000000,0,0,57,0,0,21,16,16,21,0,0,21,6
6,2,146,178,31,29,539242.875,0,0,73,89,0,1,1,1,1,0,0,3,0
6,1,114,0,254,0,91200000,0,0,57,0,0,34,34,18,34,0,0,34,6
4,0,1080,268,254,252,15960.26367,2,1,108,45,0,1,1,1,1,0,0,1,4
0,0,1614,137054,62,252,7849.51416,6,58,50,1142,0,1,1,1,1,0,0,2,3
0,0,3806,54798,31,29,990025.8125,7,26,59,830,0,5,1,1,1,0,0,2,0
1,0,17476,768,254,252,82585.35156,9,4,728,55,0,1,1,1,1,0,0,1,0
4,0,1222,4968,62,252,12318.00488,3,4,102,414,34,1,1,1,1,0,0,1,4
4,0,2228,282265,62,252,13157.70606,2,108,56,1283,136455,1,1,1,1,0,0,1,3
6,1,114,0,254,0,152000000,0,0,57,0,0,12,12,12,12,0,0,12,6
4,0,912,1068,62,252,6247.723145,2,2,76,134,132,1,1,1,1,0,0,3,0
6,1,114,0,254,0,57000000,0,0,57,0,0,28,28,19,28,0,0,28,6
0,2,536,440,254,60,19701.17383,0,0,134,220,0,1,1,1,1,0,0,1,3
0,1,5248,0,254,0,9017.739258,0,0,64,0,0,1,1,1,1,0,0,1,5
0,0,4014,59460,31,29,670310.625,7,28,59,849,0,3,1,1,1,0,0,7,0
6,1,114,0,254,0,456000000,0,0,57,0,0,5,5,5,5,0,0,5,6
6,2,146,178,31,29,608967.6875,0,0,73,89,0,4,1,1,3,0,0,2,0
6,1,114,0,254,0,57000000,0,0,57,0,0,30,18,18,30,0,0,30,6
6,1,114,0,254,0,50666664,0,0,57,0,0,24,12,6,25,0,0,24,6
6,1,114,0,254,0,45600000,0,0,57,0,0,25,17,17,25,0,0,25,6
0,1,200,0,254,0,266666656,0,0,100,0,0,4,2,2,4,0,0,4,4
6,1,114,0,254,0,228000000,0,0,57,0,0,28,14,14,28,0,0,28,6
0,0,4014,59460,31,29,1117705.25,7,28,59,849,0,9,1,1,3,0,0,4,0
6,1,114,0,254,0,50666664,0,0,57,0,0,32,15,15,32,0,0,32,6
0,0,588,268,254,252,5904.519531,2,1,59,45,0,3,1,1,3,0,0,3,0
0,0,790,816,254,252,9312.046875,4,5,56,58,0,5,1,1,5,0,0,5,5
4,0,1308,268,254,252,36333.07422,2,1,131,45,0,2,1,1,1,0,0,1,9
2,0,202605,2660,62,252,449890.8438,83,8,1178,63,0,1,1,1,2,0,0,1,4
0,1,200,0,254,0,800000000,0,0,100,0,0,4,2,2,4,0,0,4,2
0,0,4238,63516,31,29,604439.3125,7,30,59,858,0,8,1,1,2,0,0,4,0
0,1,200,0,254,0,133333328,0,0,100,0,0,5,2,2,5,0,0,5,4
0,1,200,0,254,0,88888888,0,0,100,0,0,2,1,1,2,0,0,2,4
4,0,1302,354,254,252,6744.993652,2,1,130,44,0,1,1,1,1,0,0,1,9
4,0,3500,243900,62,252,6621.694824,6,90,80,1326,109,2,1,1,5,0,0,1,4
6,1,114,0,254,0,456000000,0,0,57,0,0,27,23,13,27,0,0,27,6
6,1,114,0,254,0,50666664,0,0,57,0,0,43,43,31,43,0,0,43,6
6,1,114,0,254,0,50666664,0,0,57,0,0,46,31,17,46,0,0,46,6
0,1,168,0,254,0,44800000,0,0,84,0,0,2,1,1,1,0,0,1,7
0,0,2908,268,254,252,45805.16797,2,1,291,45,0,5,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,6,2,2,6,0,0,6,3
0,0,2230,13500,31,29,2170426,7,11,66,375,0,6,1,1,3,0,0,7,0
0,0,3598,48710,31,29,318208.9063,7,24,60,786,0,4,1,1,2,0,0,4,0
6,1,114,0,254,0,45600000,0,0,57,0,0,9,9,9,9,0,0,9,6
0,1,104,0,254,0,52000000,0,0,52,0,0,11,4,1,11,0,0,11,5
0,0,1540,1644,31,29,663602.9375,3,3,96,91,0,9,7,2,8,0,0,12,0
6,1,114,0,254,0,57000000,0,0,57,0,0,22,16,16,22,0,0,22,6
0,0,550,354,254,252,3365.987305,2,1,55,44,0,5,2,2,5,0,0,5,5
0,0,1540,1644,31,29,647642.5625,4,4,96,91,0,5,3,1,4,0,0,18,0
0,1,104,0,254,0,416000000,0,0,52,0,0,5,1,1,5,0,0,12,5
4,0,1684,10168,31,29,10273.46289,3,5,120,565,3924,1,1,1,1,0,0,1,0
2,0,37268,3380,31,29,13176641,18,8,717,80,0,1,1,1,3,0,0,3,0
0,0,1122,31196,62,252,11482.61426,6,17,56,821,0,2,1,1,1,0,0,1,4
4,0,1048,354,254,252,5482.964844,2,1,105,44,0,3,2,1,1,0,0,1,3
0,0,1776,104,29,31,16746817,0,0,296,52,0,1,1,1,1,0,0,2,0
6,1,114,0,254,0,152000000,0,0,57,0,0,41,29,16,41,0,0,41,6
0,1,200,0,254,0,266666656,0,0,100,0,0,4,3,3,4,0,0,4,3
6,1,114,0,254,0,50666664,0,0,57,0,0,33,16,16,34,0,0,33,6
0,0,490,354,254,252,6306.159668,2,1,49,44,0,6,2,1,6,0,0,6,5
0,1,200,0,254,0,100000000,0,0,100,0,0,10,3,3,11,0,0,10,4
0,0,22096,440,254,252,76363.71094,9,1,921,44,0,1,1,1,1,0,0,2,4
0,1,200,0,254,0,100000000,0,0,100,0,0,3,1,1,3,0,0,3,2
0,2,568,312,31,29,662519.4375,0,0,142,78,0,9,1,1,4,0,0,6,0
6,1,114,0,254,0,50666664,0,0,57,0,0,30,16,16,30,0,0,30,6
0,0,606,268,254,252,12113.54785,2,1,61,45,0,7,1,1,7,0,0,7,0
0,0,17286,354,254,252,177298.9063,7,1,864,44,0,4,1,1,3,0,0,3,5
0,0,546,268,254,252,6253.177246,2,1,55,45,0,6,2,2,5,0,0,7,0
6,1,114,0,254,0,50666664,0,0,57,0,0,33,16,16,33,0,0,33,6
6,1,114,0,254,0,50666664,0,0,57,0,0,33,33,17,33,0,0,33,6
6,1,114,0,254,0,152000000,0,0,57,0,0,17,17,17,18,0,0,17,6
0,1,200,0,254,0,266666656,0,0,100,0,0,1,1,1,1,0,0,1,7
5,0,364,684,62,252,4955.638184,1,2,46,86,0,1,1,1,2,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,7,3,3,7,0,0,7,4
6,1,114,0,254,0,228000000,0,0,57,0,0,14,14,14,14,0,0,14,6
4,0,828,9672,62,252,461.766815,2,5,83,605,4260,1,1,1,1,0,0,1,4
0,0,29792,764,254,252,307361.3438,13,4,931,55,0,6,1,1,6,0,0,6,0
0,1,200,0,254,0,266666656,0,0,100,0,0,4,2,2,4,0,0,4,2
0,0,468,9534,62,252,4770.53125,2,6,47,596,0,7,1,1,1,0,0,1,4
0,1,78,0,254,0,44571428,0,0,39,0,0,16,3,2,10,0,0,10,0
10,2,2304,2304,62,252,216826.6563,0,0,576,576,0,3,3,3,3,0,0,3,4
0,0,5174,83812,31,29,976992.8125,7,39,57,911,0,7,1,1,2,0,0,7,0
6,1,114,0,254,0,57000000,0,0,57,0,0,20,17,17,20,0,0,20,6
6,1,114,0,254,0,57000000,0,0,57,0,0,38,33,17,38,0,0,38,6
0,1,200,0,254,0,266666656,0,0,100,0,0,4,2,2,4,0,0,4,4
0,0,3182,39076,31,29,1139518.875,7,20,61,724,0,13,1,1,3,0,0,4,0
0,1,92,0,0,0,6.133373,0,0,46,0,0,1,1,1,1,0,0,1,0
5,0,364,3754,62,252,5330.893555,1,3,46,375,0,1,1,1,2,0,0,1,4
0,0,1254,61302,62,252,4470.645508,6,28,52,1022,0,5,1,1,1,0,0,1,4
0,0,566,268,254,252,9450.635742,2,1,57,45,0,9,3,2,9,0,0,9,5
0,0,564,354,254,252,3369.001709,2,1,56,44,0,2,1,1,1,0,0,1,7
2,0,72622,1976,62,252,519428.5313,33,8,1009,76,0,1,1,1,1,0,0,1,4
0,0,1438,678,254,252,9802.958984,4,4,103,57,0,6,2,2,6,0,0,6,0
4,0,1052,824,31,29,1845229.25,2,2,132,82,83,1,1,1,7,0,0,2,0
6,1,114,0,254,0,228000000,0,0,57,0,0,30,14,14,30,0,0,30,6
0,0,3614,45696,31,29,1293127.75,7,24,60,737,0,10,1,1,1,0,0,7,0
6,1,114,0,254,0,114000000,0,0,57,0,0,42,33,17,42,0,0,42,6
0,1,200,0,254,0,800000000,0,0,100,0,0,2,1,1,2,0,0,2,4
0,1,46,0,0,0,0,0,0,46,0,0,2,2,2,2,0,0,2,0
0,1,200,0,254,0,133333328,0,0,100,0,0,2,1,1,2,0,0,2,3
4,0,816,1726,62,252,11870.51465,2,2,82,216,0,1,1,1,1,0,0,1,4
5,0,320,1930,31,29,45161.42578,1,2,53,241,0,2,1,1,3,0,0,2,0
6,1,114,0,254,0,91200000,0,0,57,0,0,13,9,9,13,0,0,13,6
0,0,2438,18508,31,29,10928.10645,7,13,64,463,0,11,1,1,1,0,0,10,0
0,0,1958,2308,31,29,2758671.75,6,6,89,96,0,6,1,1,1,0,0,6,0
0,0,628,268,254,252,13593.43457,1,0,63,45,0,8,3,2,7,0,0,7,0
0,1,200,0,254,0,133333328,0,0,100,0,0,6,2,2,8,0,0,6,2
0,1,104,0,254,0,138666656,0,0,52,0,0,11,3,1,10,0,0,10,5
4,0,19514,1087900,31,29,10687.2002,2,370,53,1458,3924,3,2,2,4,0,0,4,0
0,0,5752,622,254,252,1327.029663,6,1,261,44,0,5,1,1,5,0,0,5,5
6,1,114,0,254,0,152000000,0,0,57,0,0,17,16,16,17,0,0,17,6
6,2,130,162,31,29,501446.5,0,0,65,81,0,3,1,1,2,0,0,3,0
6,1,114,0,254,0,152000000,0,0,57,0,0,25,8,8,25,0,0,25,6
6,1,114,0,254,0,456000000,0,0,57,0,0,14,14,14,14,0,0,14,6
0,1,1064,0,254,0,425600000,0,0,532,0,0,3,1,1,2,0,0,2,5
0,1,200,0,254,0,266666656,0,0,100,0,0,7,3,3,7,0,0,7,4
0,0,3614,45696,31,29,420349.1875,7,24,60,737,0,5,1,1,2,0,0,5,0
0,2,568,312,31,29,740065.1875,0,0,142,78,0,8,1,1,5,0,0,12,0
0,2,824,432,254,60,3655.847412,0,0,206,216,0,1,1,1,2,0,0,1,4
2,0,37152,3380,31,29,9627585,18,8,714,80,0,3,2,1,1,0,0,1,0
0,1,503,0,64,0,18666666,0,0,252,0,0,46,46,46,46,0,0,46,0
0,0,15740,645754,31,29,37324.71484,24,231,57,1261,0,8,1,1,6,0,0,14,0
1,0,576,682,254,252,3567.368652,3,4,48,57,0,2,1,1,2,0,0,2,5
4,0,840,8892,62,252,9682.114258,2,4,84,741,3957,3,1,1,31,0,0,1,4
6,2,146,178,31,29,498719.0625,0,0,73,89,0,4,1,1,3,0,0,4,0
4,0,808,5966,62,252,22490.65625,2,3,81,597,2535,1,1,1,1,0,0,1,4
6,1,114,0,254,0,50666664,0,0,57,0,0,27,17,17,27,0,0,27,6
0,0,564,354,254,252,4840.025391,2,1,56,44,0,1,1,1,1,0,0,1,7
0,1,46,0,0,0,0,0,0,46,0,0,1,1,1,1,0,0,1,0
6,1,114,0,254,0,57000000,0,0,57,0,0,34,34,16,34,0,0,34,6
4,0,870,268,254,252,13622.69238,2,1,87,45,0,1,1,1,1,0,0,1,4
6,4,10336,0,254,0,1344.052002,0,0,272,0,0,8,8,8,8,0,0,8,5
1,0,2934,3742,31,29,12835.8584,11,15,56,69,0,2,1,1,4,1,1,1,0
0,1,200,0,254,0,88888888,0,0,100,0,0,6,1,1,6,0,0,6,4
0,1,200,0,254,0,88888888,0,0,100,0,0,4,1,1,4,0,0,4,3
0,1,2184,0,254,0,604.231323,0,0,52,0,0,1,1,1,1,0,0,1,4
0,0,1920,4312,31,29,3087.581543,6,6,87,180,0,4,1,1,1,0,0,8,0
0,1,200,0,254,0,200000000,0,0,100,0,0,12,2,2,16,0,0,12,3
0,0,1920,4312,31,29,2171479.25,6,6,87,180,0,8,1,1,4,0,0,8,0
0,1,46,0,0,0,0,0,0,46,0,0,2,2,2,2,0,0,2,0
4,0,1330,107876,62,252,8167.629395,2,42,60,1226,51917,1,1,1,1,0,0,1,3
0,1,200,0,254,0,200000000,0,0,100,0,0,12,2,2,16,0,0,12,4
0,1,168,0,254,0,74666664,0,0,84,0,0,6,1,1,1,0,0,1,7
0,1,200,0,254,0,88888888,0,0,100,0,0,12,3,3,16,0,0,12,3
0,1,200,0,254,0,88888888,0,0,100,0,0,7,3,3,12,0,0,7,7
4,0,1252,354,254,252,4337.297363,2,1,125,44,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,100000000,0,0,100,0,0,6,1,1,7,0,0,6,3
0,1,10880,0,254,0,9788.408203,0,0,272,0,0,1,1,1,1,0,0,1,3
0,1,46,0,0,0,0,0,0,46,0,0,2,2,2,2,0,0,2,0
0,0,1540,1644,31,29,636333.5625,4,4,96,91,0,14,6,1,7,0,0,8,0
0,1,200,0,254,0,88888888,0,0,100,0,0,4,2,2,4,0,0,4,7
0,0,1006,268,254,252,11192.83691,2,1,101,45,0,5,1,1,4,0,0,4,0
0,1,200,0,254,0,88888888,0,0,100,0,0,5,3,3,5,0,0,5,4
0,1,46,0,0,0,0,0,0,46,0,0,1,1,1,1,0,0,1,0
0,1,46,0,0,0,0,0,0,46,0,0,2,2,2,2,0,0,2,0
0,0,3806,51808,31,29,1140335.5,7,26,59,785,0,3,1,1,1,0,0,16,0
6,1,114,0,254,0,152000000,0,0,57,0,0,43,43,12,43,0,0,43,6
0,1,2184,0,254,0,388.762299,0,0,52,0,0,1,1,1,1,0,0,1,4
6,1,114,0,254,0,50666664,0,0,57,0,0,27,27,13,27,0,0,27,6
0,0,2516,268,254,252,24983.04102,2,1,252,45,0,7,3,1,5,0,0,5,5
6,1,114,0,254,0,76000000,0,0,57,0,0,25,17,17,25,0,0,25,6
6,1,114,0,254,0,456000000,0,0,57,0,0,3,3,1,3,0,0,3,6
0,1,200,0,254,0,88888888,0,0,100,0,0,5,3,3,5,0,0,5,4
6,1,114,0,254,0,50666664,0,0,57,0,0,34,20,12,34,0,0,34,6
0,0,654,268,254,252,13209.79492,2,1,65,45,0,2,1,1,1,0,0,1,4
0,0,534,268,254,252,10517.74219,2,1,53,45,0,3,1,1,3,0,0,5,0
0,1,104,0,254,0,416000000,0,0,52,0,0,6,1,1,5,0,0,5,0
6,1,114,0,254,0,228000000,0,0,57,0,0,25,11,11,25,0,0,25,6
6,1,114,0,254,0,91200000,0,0,57,0,0,18,18,10,18,0,0,18,6
6,1,114,0,254,0,50666664,0,0,57,0,0,29,13,13,29,0,0,29,6
4,0,1158,268,254,252,29097.50195,2,1,116,45,0,1,1,1,1,0,0,1,4
4,0,802,5262,62,252,3410.976074,2,3,80,439,2121,1,1,1,1,0,0,1,4
6,1,114,0,254,0,91200000,0,0,57,0,0,33,10,10,34,0,0,33,6
0,1,200,0,254,0,80000000,0,0,100,0,0,4,2,2,6,0,0,4,4
4,0,1580,10168,31,29,10052.68262,3,5,132,565,3924,1,1,1,1,0,0,1,0
6,1,114,0,254,0,91200000,0,0,57,0,0,28,15,15,28,0,0,28,6
0,1,78,0,254,0,34666664,0,0,39,0,0,4,1,1,4,0,0,9,5
7,0,12752,13202,31,29,1089273.375,35,33,100,106,0,1,1,1,1,0,0,1,0
6,1,114,0,254,0,50666664,0,0,57,0,0,27,27,14,27,0,0,27,6
2,0,37492,3276,31,29,6420219,18,8,721,82,0,1,1,1,2,0,0,1,0
0,1,104,0,254,0,138666656,0,0,52,0,0,10,2,1,10,0,0,9,5
0,1,200,0,254,0,266666656,0,0,100,0,0,4,1,1,4,0,0,4,4
0,0,3062,32940,31,29,499719,7,18,61,686,0,10,1,1,2,0,0,11,0
0,1,200,0,254,0,200000000,0,0,100,0,0,1,1,1,1,0,0,1,4
0,0,582,354,254,252,6988.285156,2,1,58,44,0,6,3,1,6,0,0,6,5
0,0,5988,764,254,252,45597.65234,5,4,374,55,0,4,1,1,4,0,0,5,0
0,1,1662,0,254,0,3324000000,0,0,831,0,0,36,8,1,36,0,0,36,5
0,0,1014,712,254,252,15814.1084,3,2,85,89,0,6,2,1,6,0,0,7,0
6,1,114,0,254,0,57000000,0,0,57,0,0,15,15,15,15,0,0,15,6
0,1,200,0,254,0,100000000,0,0,100,0,0,6,2,2,6,0,0,6,3
4,0,1580,10168,31,29,11537.8418,3,5,132,565,3924,2,1,1,1,0,0,3,0
0,1,200,0,254,0,160000000,0,0,100,0,0,12,5,5,17,0,0,12,4
6,2,146,178,31,29,600823.0625,0,0,73,89,0,6,1,1,3,0,0,3,0
5,0,364,1250,62,252,2661.979736,1,2,46,156,0,1,1,1,1,0,0,1,4
5,0,424,8824,31,29,13107.68848,1,4,53,735,0,3,1,1,5,0,0,3,0
6,1,114,0,254,0,57000000,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,76000000,0,0,57,0,0,22,16,16,22,0,0,22,6
0,1,200,0,254,0,133333328,0,0,100,0,0,5,4,4,8,0,0,5,2
6,1,114,0,254,0,50666664,0,0,57,0,0,27,16,16,27,0,0,27,6
0,0,2542,23612,31,29,1049923.25,7,14,64,537,0,7,1,1,1,0,0,2,0
6,2,146,178,31,29,530909.125,0,0,73,89,0,1,1,1,2,0,0,1,0
0,0,2958,32642,31,29,727729.4375,7,18,62,653,0,10,1,1,2,0,0,3,0
6,2,146,178,31,29,425966.4688,0,0,73,89,0,4,2,1,1,0,0,3,0
0,1,200,0,254,0,88888888,0,0,100,0,0,12,3,3,16,0,0,12,4
6,1,114,0,254,0,152000000,0,0,57,0,0,34,18,18,34,0,0,34,6
0,0,608,646,254,252,4234.427246,1,2,61,65,0,8,2,2,4,0,0,5,4
6,2,146,178,31,29,556190.5,0,0,73,89,0,2,1,1,2,0,0,3,0
1,0,698,682,254,252,1509.678833,3,4,58,57,0,1,1,1,1,0,0,1,5
4,0,846,2216,62,252,22612.11523,2,2,85,277,680,1,1,1,1,0,0,1,3
6,1,114,0,254,0,50666664,0,0,57,0,0,34,25,11,34,0,0,34,6
0,5,258,86,254,60,12771.96094,1,1,43,43,0,19,8,1,19,0,0,19,0
6,1,114,0,254,0,152000000,0,0,57,0,0,27,16,16,27,0,0,27,6
4,0,810,1312,62,252,9147.40332,2,2,81,131,211,5,1,1,5,0,0,5,0
4,0,17954,1087890,31,29,67337.10938,2,370,53,1458,524288,1,1,1,2,0,0,2,0
0,0,2024,4312,31,29,2023468,6,6,84,180,0,4,2,1,3,0,0,4,0
0,0,2558,23162,31,29,14476.97559,7,14,64,551,0,17,1,1,2,0,0,12,0
5,0,8928,320,31,29,1383476.25,4,1,638,53,0,3,1,1,4,0,0,3,0
6,1,114,0,254,0,76000000,0,0,57,0,0,31,15,15,31,0,0,31,6
