service,state,sbytes,dbytes,sttl,dttl,sload,sloss,dloss,smean,dmean,response_body_len,ct_srv_src,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_srv_dst,attack_cat
2,0,26316,1738,62,252,136384.1406,15,8,731,79,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,266666656,0,0,100,0,0,6,3,3,6,0,0,6,4
5,0,364,940,62,252,1675.993408,1,2,46,118,0,1,1,1,1,0,0,1,4
0,0,1452,354,254,252,16410.42383,2,1,145,44,0,3,1,1,1,0,0,1,4
0,1,200,0,254,0,133333328,0,0,100,0,0,3,3,3,3,0,0,3,4
4,0,1350,3762,62,252,17486.98828,3,3,113,376,1140,1,1,1,1,0,0,1,4
1,0,1146,1624,62,252,5282.558594,7,9,52,74,0,1,1,1,1,1,1,1,4
5,0,364,3754,62,252,2416.870605,1,3,46,375,0,1,1,1,2,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,6,2,2,6,0,0,6,3
2,0,15120,1866,62,252,142976.5781,11,8,540,93,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,3,2,2,3,0,0,3,4
4,0,784,1614,62,252,18899.42969,2,2,78,202,392,4,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,3,2,2,3,0,0,3,3
0,1,200,0,254,0,88888888,0,0,100,0,0,6,2,2,7,0,0,6,3
0,1,200,0,254,0,160000000,0,0,100,0,0,5,2,2,5,0,0,5,4
4,0,836,1852,62,252,25410.85938,2,2,84,232,513,1,1,1,1,0,0,1,4
4,0,846,1032,62,252,15471.7666,2,2,85,129,95,3,1,1,1,0,0,1,4
4,0,808,5128,62,252,3976.078125,2,3,81,427,2071,1,1,1,1,0,0,2,4
0,1,200,0,254,0,200000000,0,0,100,0,0,6,2,2,6,0,0,6,3
0,1,2448,0,254,0,890181824,0,0,1224,0,0,2,1,1,1,0,0,1,4
0,1,200,0,254,0,160000000,0,0,100,0,0,5,2,2,5,0,0,5,3
9,0,960,4614,62,252,8854.583984,7,9,48,210,0,1,1,1,2,0,0,1,4
4,0,886,4620,62,252,3757.813965,2,3,89,385,0,1,1,1,1,0,0,2,4
5,0,364,3754,62,252,7084.992188,1,3,46,375,0,1,1,1,2,0,0,1,4
0,1,35360,0,254,0,4693.214355,0,0,272,0,0,2,2,2,2,0,0,2,4
0,1,200,0,254,0,266666656,0,0,100,0,0,4,2,2,4,0,0,4,3
0,4,1728,0,254,0,616.227173,0,0,108,0,0,1,1,1,1,0,0,1,4
4,0,1300,2090,62,252,28251.04688,3,3,108,209,65,1,1,1,1,0,0,1,4
0,4,6264,0,254,0,836.13385,0,0,108,0,0,1,1,1,1,0,0,1,3
0,1,200,0,254,0,100000000,0,0,100,0,0,6,2,2,7,0,0,6,4
0,1,200,0,254,0,266666656,0,0,100,0,0,6,3,3,6,0,0,6,4
9,0,1394,93950,62,252,4752.475586,7,42,46,1068,0,1,1,1,4,0,0,1,4
0,1,200,0,254,0,100000000,0,0,100,0,0,3,1,1,4,0,0,3,4
0,1,200,0,254,0,100000000,0,0,100,0,0,3,2,2,3,0,0,3,3
0,0,2652,268,254,252,12321.16016,2,1,265,45,0,4,1,1,1,0,0,1,4
0,1,200,0,254,0,100000000,0,0,100,0,0,9,3,3,13,0,0,9,3
4,0,868,1524,62,252,1574.901489,2,2,87,152,0,1,1,1,1,0,0,1,4
0,0,504,268,254,252,12844.86035,2,1,50,45,0,1,1,1,1,0,0,1,4
4,0,830,1004,62,252,25813.0293,2,2,83,126,93,2,1,1,2,0,0,1,3
0,1,200,0,254,0,200000000,0,0,100,0,0,3,1,1,4,0,0,3,3
4,0,808,1746,62,252,21971.14063,2,2,81,218,0,1,1,1,1,0,0,2,4
0,1,200,0,254,0,266666656,0,0,100,0,0,7,3,3,7,0,0,7,3
0,1,200,0,254,0,88888888,0,0,100,0,0,6,3,3,6,0,0,6,4
0,1,200,0,254,0,88888888,0,0,100,0,0,6,1,1,6,0,0,6,3
0,0,1350,722,254,252,6949.614746,3,2,113,72,0,1,1,1,1,0,0,1,4
5,0,364,3754,62,252,4428.03418,1,3,46,375,0,2,1,1,2,0,0,1,4
0,1,1890,0,254,0,14667.40527,0,0,45,0,0,1,1,1,1,0,0,1,3
0,1,200,0,254,0,266666656,0,0,100,0,0,5,2,2,5,0,0,5,4
0,1,200,0,254,0,100000000,0,0,100,0,0,4,1,1,4,0,0,4,4
0,1,200,0,254,0,88888888,0,0,100,0,0,3,1,1,3,0,0,3,3
0,2,2718,5364,254,60,32210.35352,0,0,680,671,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,8,3,3,9,0,0,8,3
0,0,1216,1292,254,252,244.832153,6,11,61,65,0,3,2,2,3,0,0,3,4
5,0,364,948,62,252,1955.041626,1,2,46,119,0,1,1,1,2,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,7,3,3,7,0,0,7,3
4,0,1308,268,254,252,15822.14258,2,1,131,45,0,2,1,1,1,0,0,1,4
5,0,364,918,62,252,3100.71875,1,2,46,115,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,114285712,0,0,100,0,0,10,4,4,11,0,0,10,3
0,1,200,0,254,0,100000000,0,0,100,0,0,4,2,2,4,0,0,4,3
4,0,908,2646,62,252,10134.28223,2,2,91,331,898,1,1,1,1,0,0,1,4
0,0,1264,41154,62,252,4099.695312,6,21,53,895,0,1,1,1,1,0,0,2,4
0,1,200,0,254,0,160000000,0,0,100,0,0,5,4,4,5,0,0,5,4
0,1,152,0,254,0,67555552,0,0,76,0,0,1,1,1,1,0,0,1,4
0,0,616,268,254,252,17833.11719,2,1,62,45,0,1,1,1,1,0,0,1,3
0,1,200,0,254,0,114285712,0,0,100,0,0,5,3,3,5,0,0,5,3
0,1,200,0,254,0,88888888,0,0,100,0,0,8,3,3,9,0,0,8,3
0,0,528,268,254,252,19966.65234,2,1,53,45,0,1,1,1,1,0,0,1,3
5,0,364,736,62,252,1921.258545,1,2,46,92,0,1,1,1,1,0,0,1,4
4,0,806,3484,62,252,3648.885254,2,3,81,290,1227,1,1,1,1,0,0,1,4
5,0,364,588,62,252,6314.377441,1,2,46,74,0,1,1,1,2,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,3,3,3,3,0,0,3,3
2,0,3264917,16660,62,252,888140.0625,1225,2,1326,44,0,2,1,1,1,0,0,1,4
2,0,48298,1962,62,252,163724.5625,23,8,929,75,0,1,1,1,2,0,0,1,4
0,1,200,0,254,0,266666656,0,0,100,0,0,3,1,1,3,0,0,3,3
4,0,1270,268,254,252,46241.14063,2,1,127,45,0,2,1,1,1,0,0,1,4
0,1,200,0,254,0,266666656,0,0,100,0,0,4,2,2,4,0,0,4,4
0,1,200,0,254,0,160000000,0,0,100,0,0,3,2,2,3,0,0,3,4
0,1,200,0,254,0,80000000,0,0,100,0,0,1,1,1,1,0,0,1,4
4,0,862,1270,62,252,8436.169922,2,2,86,159,223,2,1,1,1,0,0,1,3
4,0,908,268,254,252,12589.62793,2,1,91,45,0,3,2,2,2,0,0,2,4
0,1,200,0,254,0,88888888,0,0,100,0,0,5,1,1,5,0,0,5,3
0,1,200,0,254,0,88888888,0,0,100,0,0,3,1,1,5,0,0,3,3
1,0,1272,1606,62,252,2599.451416,7,9,53,73,0,1,1,1,2,1,1,1,4
5,0,364,3754,62,252,3235.704346,1,3,46,375,0,1,1,1,2,0,0,1,4
0,1,1618,0,254,0,323600000,0,0,809,0,0,1,1,1,1,0,0,1,3
0,1,2184,0,254,0,1326.921387,0,0,52,0,0,1,1,1,1,0,0,1,3
0,1,200,0,254,0,100000000,0,0,100,0,0,12,4,4,16,0,0,12,4
9,0,1810,194158,62,252,14330.13672,7,80,45,1184,0,1,1,1,1,0,0,1,4
4,0,804,1476,62,252,6869.860352,2,2,80,148,293,1,1,1,1,0,0,1,4
4,0,966,1156,62,252,22003.5918,2,2,97,145,154,1,1,1,1,0,0,1,4
4,0,1788,354,254,252,10567.13867,2,1,179,44,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,5,5,5,5,0,0,5,4
0,1,200,0,254,0,88888888,0,0,100,0,0,5,4,4,5,0,0,5,3
1,0,2640,674,254,252,15300.74512,3,3,189,67,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,266666656,0,0,100,0,0,4,1,1,4,0,0,4,4
0,0,702,438,254,252,6161.315918,3,2,59,55,0,1,1,1,1,0,0,1,4
0,0,4894,458,254,252,35963.75391,3,2,408,46,0,8,1,1,1,0,0,4,4
0,1,200,0,254,0,88888888,0,0,100,0,0,7,3,3,7,0,0,7,3
4,0,806,5540,62,252,5602.073242,2,3,81,462,2276,1,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,12,5,5,17,0,0,12,3
0,1,200,0,254,0,114285712,0,0,100,0,0,6,3,3,6,0,0,6,3
0,1,200,0,254,0,133333328,0,0,100,0,0,4,2,2,4,0,0,4,3
4,0,1204,9574,62,252,10136.7168,3,5,100,684,37,1,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,4,1,1,4,0,0,4,4
0,1,200,0,254,0,88888888,0,0,100,0,0,6,2,2,7,0,0,6,3
0,1,200,0,254,0,100000000,0,0,100,0,0,3,2,2,3,0,0,3,3
9,0,1226,72248,62,252,9252.62793,7,34,47,1003,0,1,1,1,1,0,0,1,4
2,0,48567,1996,62,252,116075.6563,24,8,867,77,0,1,1,1,1,0,0,2,4
0,1,200,0,254,0,266666656,0,0,100,0,0,9,3,3,13,0,0,9,3
0,0,12976,354,254,252,46400.77734,6,1,721,44,0,3,1,1,1,0,0,2,4
0,1,200,0,254,0,88888888,0,0,100,0,0,2,1,1,2,0,0,2,4
1,0,1268,1644,62,252,2448.604492,7,9,53,75,0,1,1,1,2,1,1,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,4,1,1,4,0,0,4,4
4,0,1498,10300,62,252,8375.431641,4,6,107,644,0,2,1,1,2,0,0,2,3
0,1,11766,0,254,0,8489.610352,0,0,53,0,0,3,1,1,1,0,0,1,3
0,0,364,268,254,252,5810.882324,1,1,46,45,0,3,1,1,2,0,0,2,4
0,1,200,0,254,0,88888888,0,0,100,0,0,6,3,3,6,0,0,6,4
5,0,364,776,62,252,2979.616699,1,2,46,97,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,160000000,0,0,100,0,0,8,2,2,8,0,0,8,3
0,1,200,0,254,0,88888888,0,0,100,0,0,3,2,2,3,0,0,3,4
0,1,200,0,254,0,88888888,0,0,100,0,0,2,1,1,2,0,0,2,4
4,0,634,268,254,252,5671.786133,2,1,63,45,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,6,1,1,6,0,0,6,3
0,1,200,0,254,0,88888888,0,0,100,0,0,4,3,3,4,0,0,4,3
9,0,6040,1071608,62,252,7719.175293,7,406,44,1313,0,1,1,1,1,0,0,1,4
2,0,125848,2220,62,252,827962.5,53,8,1124,65,0,1,1,1,1,0,0,1,4
1,0,1260,1644,62,252,2085.820312,7,9,53,75,0,1,1,1,2,1,1,1,4
0,1,200,0,254,0,400000000,0,0,100,0,0,3,2,2,3,0,0,3,4
0,1,1280,0,254,0,412.832886,0,0,64,0,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,80000000,0,0,100,0,0,5,1,1,5,0,0,5,4
0,0,1418,354,254,252,18904.58594,2,1,142,44,0,2,1,1,2,0,0,3,4
0,1,200,0,254,0,88888888,0,0,100,0,0,11,4,4,14,0,0,11,4
0,1,360,0,254,0,2141.599365,0,0,90,0,0,1,1,1,1,0,0,1,3
0,1,200,0,254,0,266666656,0,0,100,0,0,5,2,2,5,0,0,5,4
4,0,3610,2076,254,252,38745.59375,4,3,258,208,303,1,1,1,1,0,0,1,4
0,1,1040,0,254,0,16956.31641,0,0,52,0,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,266666656,0,0,100,0,0,6,3,3,6,0,0,6,4
0,1,200,0,254,0,133333328,0,0,100,0,0,7,3,3,7,0,0,7,3
0,1,180,0,254,0,180000000,0,0,90,0,0,4,4,3,3,0,0,3,4
0,0,898,268,254,252,14524.13867,2,1,90,45,0,4,1,1,1,0,0,1,4
1,0,1260,1728,62,252,3032.035156,7,9,53,72,0,1,1,1,2,1,1,1,4
1,0,9596,410,254,252,95703.98438,5,2,600,51,0,1,1,1,1,0,0,1,4
2,0,31167,1906,62,252,200313.6094,17,8,779,87,0,2,1,1,2,0,0,2,4
0,1,180,0,254,0,720000000,0,0,90,0,0,4,4,3,3,0,0,3,4
0,1,200,0,254,0,88888888,0,0,100,0,0,4,1,1,4,0,0,4,4
0,4,2808,0,254,0,367.373505,0,0,108,0,0,1,1,1,2,0,0,1,4
0,1,200,0,254,0,133333328,0,0,100,0,0,2,1,1,2,0,0,2,3
0,1,60,0,0,0,0,0,0,60,0,0,4,2,2,4,0,0,4,4
4,0,758,1132,62,252,9679.996094,2,2,76,142,162,1,1,1,1,0,0,1,3
4,0,822,4726,62,252,3711.715088,2,3,82,394,1858,1,1,1,1,0,0,1,4
4,0,1322,268,254,252,13430.80957,2,1,132,45,0,2,1,1,1,0,0,1,4
0,1,200,0,254,0,266666656,0,0,100,0,0,6,3,3,6,0,0,6,3
4,0,1152,354,254,252,10514.16211,2,1,115,44,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,6,2,2,7,0,0,6,4
2,0,94862,2218,62,252,256508.2656,41,8,1078,74,0,1,1,1,1,0,0,1,4
9,0,2314,272054,62,252,9569.817383,7,111,45,1204,0,2,1,1,2,0,0,2,3
4,0,790,5762,62,252,9418.418945,2,3,79,576,2409,1,1,1,27,0,0,1,4
0,0,656,268,254,252,17344.15625,2,1,66,45,0,1,1,1,1,0,0,1,4
9,0,1218,58322,62,252,4138.591309,7,28,47,972,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,200000000,0,0,100,0,0,12,2,2,16,0,0,12,3
0,1,200,0,254,0,114285712,0,0,100,0,0,3,1,1,3,0,0,3,3
0,0,1356,1444,254,252,27841.86328,3,3,113,144,0,3,1,1,2,0,0,7,4
4,0,794,1246,62,252,7128.187988,2,2,79,156,213,1,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,5,5,5,5,0,0,5,4
0,1,1280,0,254,0,213.101379,0,0,64,0,0,1,1,1,1,0,0,1,3
0,1,200,0,254,0,88888888,0,0,100,0,0,5,2,2,5,0,0,5,4
0,1,200,0,254,0,266666656,0,0,100,0,0,6,2,2,6,0,0,6,3
4,0,1090,268,254,252,16424.52539,2,1,109,45,0,1,1,1,1,0,0,1,4
2,0,48489,2026,62,252,172710.3438,24,8,898,84,0,1,1,1,1,0,0,1,4
4,0,982,354,254,252,7894.874512,2,1,98,44,0,1,1,1,1,0,0,1,4
1,0,6898,444,254,252,70925.60156,4,2,493,56,0,1,1,1,1,0,0,1,4
0,1,180,0,254,0,239999984,0,0,90,0,0,10,8,8,10,0,0,10,3
4,0,766,1350,62,252,13169.00684,2,2,77,169,272,1,1,1,1,0,0,1,4
0,1,200,0,254,0,266666656,0,0,100,0,0,2,2,2,2,0,0,2,3
0,0,1616,268,254,252,62732.07813,2,1,162,45,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,100000000,0,0,100,0,0,6,2,2,6,0,0,6,3
0,1,200,0,254,0,88888888,0,0,100,0,0,2,1,1,2,0,0,2,3
2,0,6502,1676,62,252,27494.54492,8,8,296,84,0,1,1,1,1,0,0,1,4
2,0,18297,2006,62,252,211957.75,13,8,572,91,0,1,1,1,1,0,0,1,3
1,0,1694,268,254,252,20708.81836,2,1,169,45,0,1,1,1,2,0,0,1,3
0,1,200,0,254,0,88888888,0,0,100,0,0,8,4,4,15,0,0,8,4
0,2,273036,15222,254,252,36419.31641,366,0,373,43,0,2,1,1,1,0,0,1,3
0,1,200,0,254,0,100000000,0,0,100,0,0,5,1,1,5,0,0,5,4
4,0,920,354,254,252,15150.44043,2,1,92,44,0,2,1,1,1,0,0,1,4
1,0,1318,1628,62,252,2876.526855,7,9,51,74,0,1,1,1,1,1,1,1,4
0,1,200,0,254,0,114285712,0,0,100,0,0,3,2,2,3,0,0,3,3
0,1,200,0,254,0,266666656,0,0,100,0,0,5,1,1,5,0,0,5,4
4,0,798,1590,62,252,1605.895996,2,2,80,159,353,2,1,1,8,0,0,2,4
0,0,832,268,254,252,31896.26367,2,1,83,45,0,1,1,1,1,0,0,1,4
4,0,1010,15912,62,252,5847.980957,2,7,84,884,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,200000000,0,0,100,0,0,3,2,2,3,0,0,3,4
5,0,450,33040,62,252,2724.788818,1,12,45,1180,0,1,1,1,4,0,0,1,4
0,1,614,0,254,0,223272720,0,0,307,0,0,1,1,1,1,0,0,1,3
4,0,854,7562,62,252,9424.510742,2,4,85,630,3281,1,1,1,1,0,0,1,4
0,1,200,0,254,0,200000000,0,0,100,0,0,4,1,1,4,0,0,4,3
9,0,948,3682,62,252,5287.426758,7,8,47,184,0,1,1,1,2,0,0,1,4
1,0,1232,1638,62,252,3738.421143,7,9,51,74,0,1,1,1,2,1,1,1,4
4,0,886,268,254,252,34891.15625,2,1,89,45,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,800000000,0,0,100,0,0,4,1,1,4,0,0,4,4
4,0,136021,870,254,252,1829680.875,53,1,1214,44,0,1,1,1,1,0,0,2,4
0,1,200,0,254,0,160000000,0,0,100,0,0,4,2,2,4,0,0,4,4
0,0,14504,632,254,252,95792.09375,8,3,659,63,0,1,1,1,1,0,0,1,4
5,0,364,594,62,252,1396.586182,1,2,46,74,0,1,1,1,2,0,0,1,4
5,0,450,20764,62,252,1603.200806,1,8,45,1038,0,1,1,1,2,0,0,1,4
0,1,900,0,254,0,244.314423,0,0,45,0,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,100000000,0,0,100,0,0,6,2,2,7,0,0,6,3
0,1,400,0,254,0,93.816147,0,0,100,0,0,4,2,2,4,0,0,4,4
0,1,200,0,254,0,160000000,0,0,100,0,0,7,4,4,10,0,0,7,3
0,1,200,0,254,0,88888888,0,0,100,0,0,3,1,1,4,0,0,3,3
1,0,1076,1646,62,252,6749.896484,7,9,54,75,0,1,1,1,2,1,1,1,4
0,0,904,354,254,252,4240.880859,2,1,90,44,0,1,1,1,1,0,0,1,4
4,0,2100,2246,254,252,21828.07227,2,2,210,281,664,2,1,1,2,0,0,2,4
0,1,200,0,254,0,200000000,0,0,100,0,0,4,1,1,4,0,0,4,3
0,1,200,0,254,0,133333328,0,0,100,0,0,2,1,1,2,0,0,2,4
0,4,5832,0,254,0,771.508728,0,0,108,0,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,4,1,1,4,0,0,4,4
2,0,19773,1796,254,252,148812.1094,14,8,582,82,0,1,1,1,1,0,0,1,3
4,0,810,1668,62,252,2603.219238,2,2,81,167,383,1,1,1,1,0,0,1,4
2,0,2963,1892,62,252,30403.70508,8,8,135,95,0,1,1,1,1,0,0,1,4
0,1,53312,0,254,0,7155.333496,0,0,272,0,0,2,1,1,2,0,0,2,4
0,1,200,0,254,0,100000000,0,0,100,0,0,4,2,2,5,0,0,4,4
4,0,800,5192,62,252,5730.328613,2,3,80,519,2129,1,1,1,1,0,0,1,4
9,0,954,6310,62,252,3958.298096,7,9,48,287,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,200000000,0,0,100,0,0,6,2,2,6,0,0,6,3
0,1,200,0,254,0,88888888,0,0,100,0,0,11,4,4,14,0,0,11,3
2,0,503022,4758,62,252,416835.5625,196,8,1264,55,0,1,1,1,1,0,0,1,4
2,0,193785,2760,62,252,468490.0313,76,8,1226,69,0,1,1,1,2,0,0,1,4
0,0,20886,3762,254,252,85676.64844,17,13,522,118,0,2,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,3,3,3,3,0,0,3,3
0,1,200,0,254,0,200000000,0,0,100,0,0,8,3,3,9,0,0,8,3
4,0,786,4246,62,252,7203.265625,2,3,79,425,1663,1,1,1,1,0,0,1,4
2,0,6802,1664,62,252,54304.28125,8,8,309,83,0,1,1,1,1,0,0,1,4
6,1,134,0,62,0,178666656,0,0,67,0,0,6,2,2,6,0,0,6,4
0,1,200,0,254,0,88888888,0,0,100,0,0,6,1,1,6,0,0,6,4
4,0,926,354,254,252,8079.359863,2,1,93,44,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,800000000,0,0,100,0,0,3,2,2,4,0,0,3,3
4,0,796,1324,62,252,24962.46484,2,2,80,166,263,1,1,1,1,0,0,1,3
4,0,2906,354,254,252,18911.74414,2,1,291,44,0,3,2,2,2,0,0,2,4
0,4,16320,0,254,0,2186.90625,0,0,272,0,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,100000000,0,0,100,0,0,7,3,3,7,0,0,7,4
4,0,836,8606,62,252,26474.69727,2,3,84,717,3796,1,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,6,3,3,6,0,0,6,3
0,1,200,0,254,0,100000000,0,0,100,0,0,6,1,1,7,0,0,6,4
4,0,824,2500,62,252,3082.254395,2,2,82,250,784,1,1,1,1,0,0,1,4
4,0,136027,956,254,252,690569.625,53,1,1215,43,0,1,1,1,1,0,0,1,4
0,1,200,0,254,0,160000000,0,0,100,0,0,3,2,2,3,0,0,3,4
0,1,200,0,254,0,88888888,0,0,100,0,0,5,1,1,7,0,0,5,4
2,0,30971,1828,62,252,78147.5625,17,8,774,76,0,1,1,1,1,0,0,1,4
0,0,1786,174167,62,252,5142.246094,6,71,50,1193,0,1,1,1,1,0,0,1,4
0,0,994,2688,62,252,2691.523926,6,7,55,149,0,3,1,1,1,0,0,1,4
5,0,450,17668,62,252,9190.420898,1,7,45,982,0,1,1,1,2,0,0,1,4
4,0,898,268,254,252,25611.9043,2,1,90,45,0,1,1,1,1,0,0,1,4
0,1,112,0,255,0,0,0,0,112,0,0,5,2,2,2,0,0,2,3
0,0,2686,412795,62,252,939.762756,1,157,43,1298,0,2,1,1,2,0,0,2,4
0,1,200,0,254,0,80000000,0,0,100,0,0,8,3,3,8,0,0,8,4
0,1,200,0,254,0,200000000,0,0,100,0,0,9,3,3,13,0,0,9,3
0,1,200,0,254,0,88888888,0,0,100,0,0,7,3,3,9,0,0,7,4
0,1,78,0,254,0,312000000,0,0,39,0,0,1,1,1,1,0,0,1,4
4,0,834,268,254,252,32830.60156,2,1,83,45,0,2,1,1,1,0,0,1,4
0,1,200,0,254,0,88888888,0,0,100,0,0,5,2,2,5,0,0,5,4
0,0,1822,1156,254,252,23632.82227,3,2,152,116,109,3,1,1,1,0,0,1,4
4,0,1708,268,254,252,67428.04688,2,1,171,45,0,3,1,1,2,0,0,2,4
0,0,2048,172895,62,252,3963.435303,6,71,49,1184,0,1,1,1,1,0,0,1,4
4,0,804,7028,62,252,7041.431641,2,4,80,502,2982,1,1,1,1,0,0,1,4
0,1,180,0,254,0,720000000,0,0,90,0,0,10,9,9,10,0,0,10,3
0,1,200,0,254,0,133333328,0,0,100,0,0,4,1,1,4,0,0,4,4
