service,state,sbytes,dbytes,sttl,dttl,sload,sloss,dloss,smean,dmean,response_body_len,ct_srv_src,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_srv_dst,attack_cat
6,1,114,0,254,0,50666664,0,0,57,0,0,16,16,16,16,0,0,16,2
6,1,114,0,254,0,50666664,0,0,57,0,0,22,16,16,22,0,0,22,2
6,1,114,0,254,0,228000000,0,0,57,0,0,37,28,16,37,0,0,37,2
0,0,654,268,254,252,7009.433105,2,1,65,45,0,5,2,1,5,0,0,7,2
0,1,200,0,254,0,88888888,0,0,100,0,0,3,3,3,3,0,0,3,1
0,1,200,0,254,0,80000000,0,0,100,0,0,8,3,3,8,0,0,8,1
0,1,200,0,254,0,200000000,0,0,100,0,0,6,3,3,8,0,0,6,1
6,1,114,0,254,0,57000000,0,0,57,0,0,13,13,7,13,0,0,13,2
4,0,1488,1058,254,252,18134.69727,2,2,149,132,98,1,1,1,1,0,0,1,1
4,0,918,3486,62,252,7041.583496,2,3,77,349,1268,1,1,1,1,0,0,1,1
0,1,200,0,254,0,88888888,0,0,100,0,0,4,1,1,4,0,0,4,1
0,0,546,268,254,252,12896.84082,2,1,55,45,0,4,2,1,4,0,0,4,2
0,0,3678,354,254,252,29190.44531,3,1,307,44,0,2,1,1,2,0,0,2,2
0,1,200,0,254,0,400000000,0,0,100,0,0,5,4,4,5,0,0,5,2
6,1,114,0,254,0,50666664,0,0,57,0,0,30,30,19,30,0,0,30,2
0,1,200,0,254,0,88888888,0,0,100,0,0,3,2,2,3,0,0,3,2
6,1,114,0,254,0,50666664,0,0,57,0,0,16,16,16,16,0,0,16,2
0,4,2176,0,254,0,2644.180176,0,0,272,0,0,1,1,1,23,0,0,1,1
6,1,114,0,254,0,50666664,0,0,57,0,0,23,16,16,23,0,0,23,2
0,0,3048,782,254,252,15522.34082,3,2,254,78,0,2,2,1,2,0,0,2,2
0,0,534,354,254,252,3914.133301,2,1,53,44,0,2,1,1,2,0,0,2,2
0,0,716,468,254,252,17045.45508,3,2,60,59,0,1,1,1,1,0,0,1,1
0,1,200,0,254,0,100000000,0,0,100,0,0,13,2,2,13,0,0,13,1
6,1,114,0,254,0,50666664,0,0,57,0,0,27,16,16,27,0,0,27,2
6,1,114,0,254,0,50666664,0,0,57,0,0,33,33,16,34,0,0,33,2
0,1,992,0,254,0,440888864,0,0,496,0,0,6,3,1,6,0,0,6,2
4,0,802,10666,62,252,27147.19336,2,5,80,762,4804,1,1,1,1,0,0,1,1
6,1,114,0,254,0,13818182,0,0,57,0,0,16,13,13,16,0,0,16,2
0,1,200,0,254,0,100000000,0,0,100,0,0,6,2,2,6,0,0,6,1
6,1,114,0,254,0,152000000,0,0,57,0,0,33,17,17,33,0,0,33,2
6,1,114,0,254,0,50666664,0,0,57,0,0,17,16,16,17,0,0,17,2
6,1,114,0,254,0,65142856,0,0,57,0,0,31,15,15,31,0,0,31,2
0,0,534,354,254,252,3323.418457,2,1,53,44,0,3,1,1,4,0,0,3,2
4,0,3456,243508,62,252,5706.484863,6,90,79,1309,109,1,1,1,2,0,0,1,1
4,0,966,268,254,252,24123.11133,2,1,97,45,0,1,1,1,1,0,0,1,2
6,1,114,0,254,0,152000000,0,0,57,0,0,20,16,16,20,0,0,20,2
2,0,92813,2136,62,252,340423.3125,42,8,1031,71,0,1,1,1,1,0,0,1,1
0,0,68043,612,254,252,470045.625,27,1,1134,44,0,2,1,1,2,0,0,2,2
0,1,200,0,254,0,88888888,0,0,100,0,0,6,3,3,6,0,0,6,2
4,0,13052,1122,62,252,164941.1406,6,2,725,112,0,1,1,1,1,0,0,1,1
6,1,114,0,254,0,50666664,0,0,57,0,0,18,18,18,18,0,0,18,2
6,1,114,0,254,0,57000000,0,0,57,0,0,35,21,12,35,0,0,35,2
0,0,7162980,35098,254,252,1149136.75,2688,1,1331,43,0,4,1,1,1,0,0,3,1
6,1,114,0,254,0,152000000,0,0,57,0,0,11,11,11,11,0,0,11,2
5,0,364,8882,62,252,1475.96875,1,4,46,740,0,1,1,1,2,0,0,1,1
6,1,114,0,254,0,50666664,0,0,57,0,0,40,34,16,40,0,0,40,2
0,1,200,0,254,0,88888888,0,0,100,0,0,5,3,3,5,0,0,5,1
0,1,53312,0,254,0,7155.333496,0,0,272,0,0,2,1,1,2,0,0,2,1
6,1,114,0,254,0,152000000,0,0,57,0,0,23,7,7,23,0,0,23,2
0,1,1064,0,254,0,709333312,0,0,532,0,0,2,1,1,2,0,0,2,2
6,1,114,0,254,0,57000000,0,0,57,0,0,29,29,15,29,0,0,29,2
0,1,200,0,254,0,200000000,0,0,100,0,0,4,2,2,4,0,0,4,1
0,0,804,554,254,252,3280.458008,3,2,67,55,0,2,1,1,1,0,0,1,1
0,1,200,0,254,0,80000000,0,0,100,0,0,10,3,3,11,0,0,10,1
6,1,114,0,254,0,152000000,0,0,57,0,0,46,45,24,46,0,0,46,2
4,0,866,31996,62,252,14010.87891,2,12,72,1143,15180,1,1,1,1,0,0,1,1
6,1,114,0,254,0,114000000,0,0,57,0,0,34,33,16,34,0,0,34,2
0,1,200,0,254,0,88888888,0,0,100,0,0,7,4,4,12,0,0,7,2
4,0,1234,268,254,252,43504.86328,2,1,123,45,0,2,1,1,1,0,0,1,1
6,1,114,0,254,0,152000000,0,0,57,0,0,33,33,15,33,0,0,33,2
0,1,200,0,254,0,160000000,0,0,100,0,0,2,2,2,2,0,0,2,1
6,1,114,0,254,0,228000000,0,0,57,0,0,33,33,17,33,0,0,33,2
0,0,1374,268,254,252,20597.27148,2,1,137,45,0,2,1,1,1,0,0,1,1
0,1,214,0,254,0,107000000,0,0,107,0,0,6,2,1,6,0,0,6,2
0,1,104,0,254,0,138666656,0,0,52,0,0,11,3,1,10,0,0,10,2
0,1,10880,0,254,0,10801.56445,0,0,272,0,0,1,1,1,1,0,0,1,1
4,0,854,354,62,252,6802.480469,2,1,85,44,0,7,1,1,1,0,0,1,2
0,1,200,0,254,0,266666656,0,0,100,0,0,5,3,3,5,0,0,5,1
1,0,1256,1596,62,252,1949.958984,7,9,52,73,0,1,1,1,2,1,1,1,1
6,1,114,0,254,0,152000000,0,0,57,0,0,27,17,17,27,0,0,27,2
6,1,114,0,254,0,91200000,0,0,57,0,0,33,16,16,33,0,0,33,2
5,0,450,782,62,252,2259.174805,1,2,45,98,0,1,1,1,2,0,0,1,1
0,1,200,0,254,0,114285712,0,0,100,0,0,4,2,2,4,0,0,4,2
0,1,200,0,254,0,133333328,0,0,100,0,0,2,1,1,2,0,0,2,1
0,0,1248,35448,62,252,2938.064941,6,19,52,844,0,3,1,1,1,0,0,8,1
6,1,114,0,254,0,28500000,0,0,57,0,0,33,16,16,33,0,0,33,2
0,0,1554,2436,254,252,4273.903809,9,9,65,102,0,1,1,1,1,0,0,2,1
6,1,114,0,254,0,50666664,0,0,57,0,0,26,18,18,26,0,0,26,2
0,1,200,0,254,0,160000000,0,0,100,0,0,5,4,4,5,0,0,5,1
6,1,114,0,254,0,57000000,0,0,57,0,0,33,16,16,33,0,0,33,2
6,1,114,0,254,0,57000000,0,0,57,0,0,17,16,16,17,0,0,17,2
6,1,114,0,254,0,50666664,0,0,57,0,0,21,15,15,22,0,0,21,2
0,1,168,0,254,0,42000000,0,0,84,0,0,5,1,1,1,0,0,1,2
6,1,114,0,254,0,65142856,0,0,57,0,0,26,26,13,26,0,0,26,2
0,0,564,354,254,252,3358.247559,2,1,56,44,0,8,2,2,2,0,0,3,2
0,1,200,0,254,0,266666656,0,0,100,0,0,4,1,1,4,0,0,4,1
0,1,200,0,254,0,266666656,0,0,100,0,0,5,1,1,5,0,0,5,1
6,4,5304,0,254,0,735.188416,0,0,78,0,0,8,8,8,8,0,0,12,2
6,1,114,0,254,0,91200000,0,0,57,0,0,33,33,16,33,0,0,33,2
0,1,200,0,254,0,88888888,0,0,100,0,0,8,5,5,10,0,0,8,1
0,1,200,0,254,0,88888888,0,0,100,0,0,6,3,3,6,0,0,6,2
6,1,114,0,254,0,50666664,0,0,57,0,0,25,8,8,25,0,0,25,2
6,1,114,0,254,0,50666664,0,0,57,0,0,10,10,7,10,0,0,10,2
0,1,200,0,254,0,88888888,0,0,100,0,0,3,2,2,3,0,0,3,2
0,0,564,354,254,252,5411.46582,2,1,56,44,0,4,1,1,1,0,0,1,2
0,1,200,0,254,0,88888888,0,0,100,0,0,9,5,5,13,0,0,9,1
0,1,200,0,254,0,80000000,0,0,100,0,0,5,2,2,5,0,0,5,1
6,1,114,0,254,0,152000000,0,0,57,0,0,17,17,17,17,0,0,17,2
10,1,1152,0,62,0,460800000,0,0,576,0,0,3,4,4,4,0,0,3,1
6,1,114,0,254,0,50666664,0,0,57,0,0,45,11,11,45,0,0,45,2
0,1,200,0,254,0,800000000,0,0,100,0,0,2,1,1,2,0,0,2,1
6,1,114,0,254,0,57000000,0,0,57,0,0,23,16,16,23,0,0,23,2
6,1,114,0,254,0,456000000,0,0,57,0,0,31,14,14,31,0,0,31,2
0,1,200,0,254,0,266666656,0,0,100,0,0,6,1,1,6,0,0,6,1
0,1,180,0,254,0,119999992,0,0,90,0,0,10,10,10,10,0,0,10,1
0,1,200,0,254,0,400000000,0,0,100,0,0,3,1,1,3,0,0,3,2
6,1,114,0,254,0,50666664,0,0,57,0,0,26,22,13,26,0,0,26,2
0,0,1792,268,254,252,17942.50781,2,1,179,45,0,2,1,1,2,0,0,3,2
0,1,200,0,254,0,88888888,0,0,100,0,0,9,2,2,12,0,0,9,1
0,1,200,0,254,0,42105264,0,0,100,0,0,6,2,2,6,0,0,6,2
0,1,200,0,254,0,80000000,0,0,100,0,0,8,6,6,8,0,0,8,1
0,1,200,0,254,0,88888888,0,0,100,0,0,6,2,2,8,0,0,6,2
0,0,564,354,254,252,3358.247559,2,1,56,44,0,8,2,2,2,0,0,3,2
0,1,200,0,254,0,200000000,0,0,100,0,0,12,4,4,14,0,0,12,1
6,1,114,0,254,0,65142856,0,0,57,0,0,17,12,12,17,0,0,17,2
0,4,5184,0,254,0,680.693115,0,0,108,0,0,1,1,1,1,0,0,1,1
4,0,926,268,254,252,33680.8125,2,1,93,45,0,1,1,1,1,0,0,1,2
0,1,200,0,254,0,88888888,0,0,100,0,0,8,5,5,10,0,0,8,1
0,0,756,354,254,252,6462.472656,2,1,76,44,0,5,1,1,4,0,0,5,2
0,2,20248,3376,254,252,23906.60352,15,11,596,121,0,2,1,1,1,0,0,1,1
0,1,200,0,254,0,88888888,0,0,100,0,0,3,2,2,3,0,0,3,1
0,1,200,0,254,0,100000000,0,0,100,0,0,12,4,4,16,0,0,12,1
6,1,114,0,254,0,57000000,0,0,57,0,0,33,16,16,33,0,0,33,2
4,0,842,268,254,252,26606.52734,2,1,84,45,0,2,2,1,1,0,0,1,1
4,0,812,1492,62,252,7274.916992,2,2,81,149,279,1,1,1,1,0,0,1,1
2,0,82612,2112,62,252,396126.5625,36,8,1059,75,0,1,1,1,1,0,0,1,1
0,1,200,0,254,0,100000000,0,0,100,0,0,6,3,3,6,0,0,6,1
0,1,168,0,254,0,224000000,0,0,84,0,0,1,1,1,1,0,0,1,2
4,0,974,354,254,252,11234.29981,2,1,97,44,0,1,1,1,1,0,0,1,1
0,0,564,354,254,252,2747.546143,2,1,56,44,0,1,1,1,1,0,0,2,2
6,1,114,0,254,0,152000000,0,0,57,0,0,32,16,16,32,0,0,32,2
6,1,114,0,254,0,114000000,0,0,57,0,0,33,16,16,33,0,0,33,2
0,1,200,0,254,0,88888888,0,0,100,0,0,6,2,2,6,0,0,6,1
9,0,942,3504,62,252,2907.70166,7,8,47,175,0,1,1,1,1,0,0,1,1
0,0,10044,354,254,252,31556.41406,8,1,558,44,0,2,1,1,1,0,0,1,1
6,1,114,0,254,0,152000000,0,0,57,0,0,26,5,5,26,0,0,26,2
0,1,200,0,254,0,133333328,0,0,100,0,0,6,2,2,8,0,0,6,1
0,1,168,0,254,0,74666664,0,0,84,0,0,1,1,1,1,0,0,1,2
2,0,6601,1916,62,252,47568.47266,9,8,275,96,0,1,1,1,1,0,0,1,1
6,1,114,0,254,0,57000000,0,0,57,0,0,8,8,8,8,0,0,8,2
4,0,746,354,254,252,2317.62793,2,1,75,44,0,1,1,1,4,0,0,1,1
0,0,622,268,254,252,6269.688965,1,0,62,45,0,13,2,2,5,0,0,5,2
4,0,1180,2838,254,252,9124.756836,3,3,98,284,457,5,3,1,1,0,0,1,1
6,1,114,0,254,0,50666664,0,0,57,0,0,16,16,16,16,0,0,16,2
0,1,200,0,254,0,160000000,0,0,100,0,0,4,1,1,4,0,0,4,1
0,0,740,268,254,252,8881.243164,2,1,74,45,0,5,1,1,1,0,0,1,1
0,1,200,0,254,0,88888888,0,0,100,0,0,3,2,2,4,0,0,3,1
0,1,168,0,254,0,224000000,0,0,84,0,0,2,1,1,1,0,0,1,2
6,1,114,0,254,0,152000000,0,0,57,0,0,19,16,16,19,0,0,19,2
2,0,4195,1700,62,252,42910.05859,9,8,175,85,0,1,1,1,1,0,0,1,1
4,0,1002,35896,62,252,17455.25391,2,14,72,1122,17024,1,1,1,1,0,0,2,1
6,1,114,0,254,0,91200000,0,0,57,0,0,16,16,16,16,0,0,16,2
4,0,808,268,254,252,30043.69336,2,1,81,45,0,1,1,1,1,0,0,1,2
0,1,178,0,254,0,237333328,0,0,89,0,0,5,1,1,5,0,0,5,2
0,0,564,354,254,252,3771.399658,2,1,56,44,0,1,1,1,1,0,0,1,2
0,0,564,354,254,252,4482.445312,2,1,56,44,0,1,1,1,1,0,0,1,2
4,0,1248,268,254,252,32649.50391,2,1,125,45,0,1,1,1,1,0,0,1,1
0,0,534,268,254,252,4232.660156,2,1,53,45,0,3,1,1,3,0,0,3,2
0,2,536,440,254,60,23135.69141,0,0,134,220,0,1,1,1,1,0,0,1,1
0,1,200,0,254,0,88888888,0,0,100,0,0,3,1,1,3,0,0,3,1
2,0,122842,2410,62,252,372374.2813,51,8,1137,75,0,2,1,1,1,0,0,1,1
0,1,200,0,254,0,266666656,0,0,100,0,0,7,2,2,7,0,0,7,1
0,1,200,0,254,0,88888888,0,0,100,0,0,6,2,2,6,0,0,6,1
6,1,114,0,254,0,91200000,0,0,57,0,0,27,16,16,27,0,0,27,2
0,1,200,0,254,0,160000000,0,0,100,0,0,6,3,3,6,0,0,6,1
4,0,844,268,254,252,12847.25098,2,1,84,45,0,1,1,1,1,0,0,1,1
4,0,1196,536,254,252,207.620346,4,1,60,45,0,7,3,2,7,0,0,6,2
6,1,114,0,254,0,50666664,0,0,57,0,0,33,17,17,33,0,0,33,2
6,1,114,0,254,0,114000000,0,0,57,0,0,33,33,16,33,0,0,33,2
6,1,114,0,254,0,50666664,0,0,57,0,0,38,36,12,38,0,0,38,2
0,0,1444,268,254,252,26967.17773,2,1,144,45,0,1,1,1,1,0,0,1,1
6,1,114,0,254,0,57000000,0,0,57,0,0,24,16,16,24,0,0,24,2
0,1,1064,0,254,0,1064000000,0,0,532,0,0,35,12,1,35,0,0,35,2
6,1,114,0,254,0,456000000,0,0,57,0,0,24,8,8,24,0,0,24,2
0,1,180,0,254,0,239999984,0,0,90,0,0,4,4,3,3,0,0,3,2
6,1,114,0,254,0,76000000,0,0,57,0,0,20,3,3,20,0,0,20,2
6,1,114,0,254,0,152000000,0,0,57,0,0,33,17,17,34,0,0,33,2
6,1,114,0,254,0,57000000,0,0,57,0,0,10,10,6,10,0,0,10,2
0,1,200,0,254,0,160000000,0,0,100,0,0,4,2,2,4,0,0,4,2
0,4,5832,0,254,0,771.508728,0,0,108,0,0,1,1,1,1,0,0,1,1
6,1,114,0,254,0,14250000,0,0,57,0,0,34,34,18,34,0,0,34,2
6,1,114,0,254,0,50666664,0,0,57,0,0,14,14,14,14,0,0,14,2
0,1,1064,0,254,0,386909088,0,0,532,0,0,31,8,2,31,0,0,31,2
0,1,200,0,254,0,266666656,0,0,100,0,0,3,1,1,3,0,0,3,1
0,0,564,354,254,252,5250.856445,2,1,56,44,0,2,1,1,1,0,0,1,2
1,0,1096,1652,62,252,7670.337402,7,9,55,75,0,1,1,1,2,1,1,1,1
6,1,114,0,254,0,50666664,0,0,57,0,0,28,6,3,28,0,0,28,2
0,2,568,432,254,60,2777.200684,0,0,142,216,0,2,2,2,2,0,0,2,2
6,1,114,0,254,0,57000000,0,0,57,0,0,34,24,12,34,0,0,34,2
0,1,200,0,254,0,400000000,0,0,100,0,0,4,4,4,4,0,0,4,1
6,1,114,0,254,0,50666664,0,0,57,0,0,33,16,16,33,0,0,33,2
6,1,114,0,254,0,152000000,0,0,57,0,0,24,15,15,24,0,0,24,2
4,0,752,4210,62,252,8623.887695,2,3,75,421,1663,1,1,1,1,0,0,1,1
0,1,104,0,254,0,46222220,0,0,52,0,0,5,1,1,4,0,0,4,2
4,0,850,1440,62,252,5111.987793,2,2,85,144,252,1,1,1,1,0,0,1,1
0,1,144,0,254,0,63999996,0,0,72,0,0,1,2,2,2,0,0,1,1
0,1,200,0,254,0,266666656,0,0,100,0,0,6,2,2,6,0,0,6,1
0,1,200,0,254,0,88888888,0,0,100,0,0,3,1,1,3,0,0,3,2
6,1,114,0,254,0,38000000,0,0,57,0,0,30,16,16,30,0,0,30,2
6,1,114,0,254,0,50666664,0,0,57,0,0,27,17,17,27,0,0,27,2
6,1,114,0,254,0,57000000,0,0,57,0,0,33,33,17,33,0,0,33,2
6,1,114,0,254,0,50666664,0,0,57,0,0,5,5,5,5,0,0,5,2
0,0,948,268,254,252,10342.39453,2,1,95,45,0,1,1,1,1,0,0,4,2
0,1,400,0,254,0,239.074524,0,0,100,0,0,5,2,2,5,0,0,5,2
0,1,200,0,254,0,133333328,0,0,100,0,0,2,1,1,2,0,0,2,1
0,1,200,0,254,0,100000000,0,0,100,0,0,6,1,1,6,0,0,6,1
0,1,200,0,254,0,160000000,0,0,100,0,0,2,2,2,3,0,0,2,1
0,1,200,0,254,0,266666656,0,0,100,0,0,5,1,1,5,0,0,5,1
0,0,17756,942,254,252,119172.625,8,2,807,79,0,5,1,1,5,0,0,5,2
9,0,1122,41014,62,252,10496.65234,7,22,47,854,0,1,1,1,1,0,0,1,1
6,1,114,0,254,0,228000000,0,0,57,0,0,16,16,16,16,0,0,16,2
6,1,114,0,254,0,91200000,0,0,57,0,0,29,11,11,29,0,0,29,2
0,1,200,0,254,0,88888888,0,0,100,0,0,3,1,1,3,0,0,3,1
6,1,114,0,254,0,152000000,0,0,57,0,0,34,34,18,34,0,0,34,2
0,1,200,0,254,0,100000000,0,0,100,0,0,9,5,5,9,0,0,9,2
6,1,114,0,254,0,50666664,0,0,57,0,0,28,6,6,28,0,0,28,2
0,1,320,0,254,0,128000000,0,0,160,0,0,1,1,1,1,0,0,1,2
0,1,440,0,254,0,195555552,0,0,220,0,0,1,1,1,1,0,0,1,1
6,1,114,0,254,0,57000000,0,0,57,0,0,28,17,17,28,0,0,28,2
0,1,200,0,254,0,133333328,0,0,100,0,0,5,2,2,5,0,0,5,1
0,0,1076,706,254,252,7999.311035,3,2,90,88,0,4,1,1,3,0,0,8,2
0,1,200,0,254,0,200000000,0,0,100,0,0,6,3,3,6,0,0,6,2
6,1,114,0,254,0,228000000,0,0,57,0,0,28,18,18,28,0,0,28,2
6,1,114,0,254,0,50666664,0,0,57,0,0,26,9,9,26,0,0,26,2
0,0,364,2090,62,252,6561.693359,1,2,46,261,0,1,1,1,1,0,0,4,1
0,0,4682,801938,62,252,6276.737793,2,307,47,1298,387432,1,1,1,1,0,0,1,1
0,1,1064,0,254,0,709333312,0,0,532,0,0,4,1,1,4,0,0,4,2
6,1,114,0,254,0,65142856,0,0,57,0,0,21,16,16,21,0,0,21,2
6,1,114,0,254,0,45600000,0,0,57,0,0,16,16,16,17,0,0,16,2
0,1,168,0,254,0,224000000,0,0,84,0,0,3,1,1,1,0,0,1,2
0,1,400,0,254,0,93.816147,0,0,100,0,0,4,2,2,4,0,0,4,1
6,1,114,0,254,0,50666664,0,0,57,0,0,22,22,8,22,0,0,22,2
6,1,114,0,254,0,91200000,0,0,57,0,0,31,30,15,31,0,0,31,2
6,1,114,0,254,0,50666664,0,0,57,0,0,24,14,14,25,0,0,24,2
4,0,60827,526,254,252,595787.5625,23,1,1170,44,0,1,1,1,3,0,0,1,1
4,0,2314,354,62,252,18044.72852,2,1,231,44,0,1,1,1,1,0,0,4,1
4,0,864,268,254,252,31716.75195,2,1,86,45,0,1,1,1,1,0,0,1,2
5,0,364,3754,62,252,3718.322754,1,3,46,375,0,1,1,1,2,0,0,1,1
6,1,114,0,254,0,91200000,0,0,57,0,0,29,12,12,29,0,0,29,2
0,0,564,354,254,252,6410.833008,2,1,56,44,0,1,1,1,1,0,0,1,2
