service,state,sbytes,dbytes,sttl,dttl,sload,sloss,dloss,smean,dmean,response_body_len,ct_srv_src,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_srv_dst,attack_cat
4,0,566,268,254,252,5600.525879,2,1,57,45,0,5,2,1,5,0,0,5,5
4,0,938,268,254,252,7220.193359,2,1,94,45,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,57000000,0,0,57,0,0,24,12,12,24,0,0,24,6
0,0,724,354,254,252,9111.441406,2,1,72,44,0,7,1,1,1,0,0,1,8
6,1,114,0,254,0,152000000,0,0,57,0,0,15,15,15,15,0,0,15,6
6,1,114,0,254,0,50666664,0,0,57,0,0,20,2,2,20,0,0,20,6
0,1,168,0,254,0,168000000,0,0,84,0,0,9,1,1,1,0,0,1,7
6,1,114,0,254,0,152000000,0,0,57,0,0,17,17,17,17,0,0,17,6
0,1,200,0,254,0,160000000,0,0,100,0,0,6,2,2,6,0,0,6,7
0,0,588,268,254,252,4183.220703,2,1,59,45,0,7,1,1,5,0,0,5,5
6,1,114,0,254,0,76000000,0,0,57,0,0,34,34,16,34,0,0,34,6
0,1,104,0,254,0,19809524,0,0,52,0,0,3,2,1,3,0,0,3,5
6,1,114,0,254,0,152000000,0,0,57,0,0,7,7,7,7,0,0,7,6
0,0,118152,784,254,252,498027.3125,45,1,1231,44,0,3,1,1,1,0,0,1,5
0,0,564,354,254,252,4538.43457,2,1,56,44,0,6,1,1,1,0,0,1,7
0,1,200,0,254,0,133333328,0,0,100,0,0,6,3,3,6,0,0,6,7
6,1,114,0,254,0,50666664,0,0,57,0,0,30,17,17,30,0,0,30,6
6,1,114,0,254,0,50666664,0,0,57,0,0,7,7,4,7,0,0,7,6
6,1,114,0,254,0,152000000,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,228000000,0,0,57,0,0,33,33,17,33,0,0,33,6
0,1,104,0,254,0,52000000,0,0,52,0,0,4,1,1,4,0,0,8,5
6,1,114,0,254,0,50666664,0,0,57,0,0,26,16,16,26,0,0,26,6
6,1,114,0,254,0,152000000,0,0,57,0,0,27,17,17,27,0,0,27,6
0,1,1592,0,254,0,636800000,0,0,796,0,0,32,6,1,32,0,0,32,5
6,1,114,0,254,0,76000000,0,0,57,0,0,30,16,12,30,0,0,30,6
6,1,114,0,254,0,152000000,0,0,57,0,0,18,18,18,18,0,0,18,6
0,1,200,0,254,0,88888888,0,0,100,0,0,6,3,3,6,0,0,6,2
6,1,114,0,254,0,50666664,0,0,57,0,0,49,41,22,49,0,0,49,6
4,0,856,268,254,252,17422.64648,2,1,86,45,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,50666664,0,0,57,0,0,27,27,14,27,0,0,27,6
6,1,114,0,254,0,91200000,0,0,57,0,0,24,16,16,25,0,0,24,6
0,1,168,0,254,0,74666664,0,0,84,0,0,2,1,1,1,0,0,1,7
0,1,200,0,254,0,266666656,0,0,100,0,0,3,2,2,3,0,0,3,2
6,1,114,0,254,0,50666664,0,0,57,0,0,30,14,14,30,0,0,30,6
0,0,590,268,254,252,13093.77344,2,1,59,45,0,4,1,1,4,0,0,4,5
0,1,200,0,254,0,100000000,0,0,100,0,0,6,2,2,6,0,0,6,1
6,1,114,0,254,0,45600000,0,0,57,0,0,21,16,16,21,0,0,21,6
6,1,114,0,254,0,57000000,0,0,57,0,0,29,12,12,29,0,0,29,6
0,0,1128,268,254,252,14733.36621,2,1,113,45,0,1,1,1,1,0,0,1,8
0,1,104,0,254,0,41600000,0,0,52,0,0,4,1,1,3,0,0,3,5
6,1,114,0,254,0,57000000,0,0,57,0,0,19,8,8,19,0,0,19,6
6,1,114,0,254,0,50666664,0,0,57,0,0,22,20,10,22,0,0,22,6
0,0,912,694,254,252,8506.890625,5,4,57,58,0,7,1,1,7,0,0,7,5
6,1,114,0,254,0,57000000,0,0,57,0,0,23,14,7,23,0,0,23,6
0,0,990,700,254,252,7190.035645,3,2,83,88,0,9,1,1,6,0,0,6,5
0,0,588,268,254,252,7937.785645,2,1,59,45,0,3,1,1,3,0,0,3,5
6,1,114,0,254,0,76000000,0,0,57,0,0,29,29,14,29,0,0,29,6
6,1,114,0,254,0,76000000,0,0,57,0,0,22,16,16,22,0,0,22,6
0,1,78,0,254,0,39000000,0,0,39,0,0,10,4,2,7,0,0,7,5
6,1,114,0,254,0,50666664,0,0,57,0,0,33,33,17,33,0,0,33,6
0,0,1350,724,254,252,13873.71289,3,2,113,91,0,5,2,1,6,0,0,6,5
6,1,114,0,254,0,50666664,0,0,57,0,0,19,3,3,19,0,0,19,6
6,1,114,0,254,0,57000000,0,0,57,0,0,19,8,8,19,0,0,19,6
0,0,564,354,254,252,4128.260254,2,1,56,44,0,1,1,1,1,0,0,1,7
0,1,200,0,254,0,80000000,0,0,100,0,0,8,6,6,8,0,0,8,5
0,0,582,268,254,252,5088.520996,2,1,58,45,0,3,1,1,2,0,0,2,5
6,1,114,0,254,0,65142856,0,0,57,0,0,15,15,15,15,0,0,15,6
0,0,534,354,254,252,4452.101074,2,1,53,44,0,4,1,1,4,0,0,4,5
6,1,114,0,254,0,114000000,0,0,57,0,0,13,13,13,13,0,0,13,6
0,1,200,0,254,0,133333328,0,0,100,0,0,5,2,2,5,0,0,5,1
0,1,168,0,254,0,336000000,0,0,84,0,0,2,2,1,1,0,0,1,7
0,0,2550,268,254,252,25901.54688,2,1,255,45,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,57000000,0,0,57,0,0,27,17,17,27,0,0,27,6
6,1,114,0,254,0,50666664,0,0,57,0,0,18,18,18,18,0,0,18,6
6,1,114,0,254,0,57000000,0,0,57,0,0,23,16,16,23,0,0,23,6
0,4,78,0,254,0,34666664,0,0,39,0,0,7,3,2,7,0,0,7,5
6,1,114,0,254,0,76000000,0,0,57,0,0,25,8,8,25,0,0,25,6
0,0,996,722,254,252,10880.20313,3,2,83,90,0,6,1,1,5,0,0,5,5
0,0,564,354,254,252,3001.723145,2,1,56,44,0,2,1,1,1,0,0,1,7
0,1,200,0,254,0,133333328,0,0,100,0,0,6,1,1,6,0,0,6,5
4,0,832,1306,62,252,7151.211426,2,2,83,163,249,5,3,3,5,0,0,5,1
6,1,114,0,254,0,50666664,0,0,57,0,0,33,17,17,33,0,0,33,6
0,0,564,354,254,252,6337.898438,2,1,56,44,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,50666664,0,0,57,0,0,38,13,8,38,0,0,38,6
6,1,114,0,254,0,50666664,0,0,57,0,0,37,27,14,37,0,0,37,6
6,1,114,0,254,0,152000000,0,0,57,0,0,35,33,17,35,0,0,35,6
6,1,114,0,254,0,50666664,0,0,57,0,0,29,17,17,29,0,0,29,6
6,1,114,0,254,0,152000000,0,0,57,0,0,32,16,16,32,0,0,32,6
6,1,114,0,254,0,152000000,0,0,57,0,0,20,18,18,20,0,0,20,6
0,1,200,0,254,0,80000000,0,0,100,0,0,9,3,3,11,0,0,9,1
4,0,944,354,254,252,8150.848145,2,1,94,44,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,50666664,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,57000000,0,0,57,0,0,14,12,12,14,0,0,14,6
4,0,1282,268,254,252,15726.08789,2,1,128,45,0,1,1,1,1,0,0,1,9
6,1,114,0,254,0,114000000,0,0,57,0,0,16,16,16,16,0,0,16,6
6,1,114,0,254,0,50666664,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,14250000,0,0,57,0,0,34,34,18,34,0,0,34,6
6,1,114,0,254,0,50666664,0,0,57,0,0,34,34,18,34,0,0,34,6
6,1,114,0,254,0,50666664,0,0,57,0,0,31,16,16,31,0,0,31,6
0,0,1022,828,254,252,2925.381348,3,2,85,83,0,2,1,1,3,0,0,2,5
6,1,114,0,254,0,152000000,0,0,57,0,0,22,16,16,22,0,0,22,6
6,1,114,0,254,0,65142856,0,0,57,0,0,17,17,17,17,0,0,17,6
0,1,156,0,254,0,69333328,0,0,78,0,0,1,1,1,1,0,0,1,2
0,1,200,0,254,0,200000000,0,0,100,0,0,6,3,3,6,0,0,6,5
6,1,114,0,254,0,57000000,0,0,57,0,0,21,16,16,21,0,0,21,6
0,1,28832,0,254,0,3827.933105,0,0,272,0,0,1,1,1,1,0,0,1,5
6,1,114,0,254,0,50666664,0,0,57,0,0,15,11,11,15,0,0,15,6
6,1,114,0,254,0,152000000,0,0,57,0,0,28,18,18,28,0,0,28,6
6,1,114,0,254,0,152000000,0,0,57,0,0,33,33,17,33,0,0,33,6
0,0,774,642,254,252,4329.330078,4,3,55,54,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,114000000,0,0,57,0,0,23,17,17,24,0,0,23,6
0,0,534,354,254,252,3415.332275,2,1,53,44,0,4,1,1,3,0,0,3,5
6,1,114,0,254,0,91200000,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,50666664,0,0,57,0,0,33,33,17,33,0,0,33,6
6,1,114,0,254,0,57000000,0,0,57,0,0,16,16,16,16,0,0,16,6
4,0,830,1314,62,252,11511.83301,2,2,83,164,250,6,2,2,6,0,0,6,1
6,1,114,0,254,0,45600000,0,0,57,0,0,32,18,18,32,0,0,32,6
0,0,3102,268,254,252,30881.07031,2,1,310,45,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,152000000,0,0,57,0,0,29,17,17,29,0,0,29,6
6,1,114,0,254,0,76000000,0,0,57,0,0,19,16,16,20,0,0,19,6
0,1,168,0,254,0,74666664,0,0,84,0,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,152000000,0,0,57,0,0,18,16,16,18,0,0,18,6
0,0,1092,800,254,252,4687.580566,3,2,91,80,0,2,1,1,1,0,0,1,5
6,1,114,0,254,0,57000000,0,0,57,0,0,34,18,18,34,0,0,34,6
0,1,1064,0,254,0,425600000,0,0,532,0,0,22,7,1,22,0,0,22,5
6,1,114,0,254,0,50666664,0,0,57,0,0,23,1,1,23,0,0,23,6
0,0,986,756,254,252,17829.4082,3,2,82,95,0,7,1,1,7,0,0,7,5
0,1,960,0,254,0,480000000,0,0,480,0,0,20,11,1,20,0,0,19,5
0,1,168,0,254,0,74666664,0,0,84,0,0,1,1,1,2,0,0,1,7
6,1,114,0,254,0,50666664,0,0,57,0,0,30,19,11,30,0,0,30,6
0,0,564,354,254,252,4280.436035,2,1,56,44,0,2,1,1,1,0,0,1,7
0,1,1064,0,254,0,1064000000,0,0,532,0,0,4,1,1,4,0,0,4,5
0,0,1012,268,254,252,11606.31543,2,1,101,45,0,3,1,1,2,0,0,3,5
6,1,114,0,254,0,76000000,0,0,57,0,0,19,11,11,19,0,0,19,6
0,0,534,354,254,252,4367.461426,2,1,53,44,0,3,1,1,2,0,0,2,5
0,1,200,0,254,0,88888888,0,0,100,0,0,6,2,2,6,0,0,6,2
0,0,564,354,254,252,1505.973389,2,1,56,44,0,1,1,1,1,0,0,2,7
6,1,114,0,254,0,50666664,0,0,57,0,0,19,2,2,19,0,0,19,6
0,0,1078,268,254,252,7508.048828,2,1,108,45,0,8,1,1,2,0,0,2,5
0,1,1152,0,62,0,921600000,0,0,576,0,0,3,4,4,4,0,0,1,6
0,0,1454,764,254,252,9083.111328,3,2,121,96,0,2,1,1,2,0,0,2,5
0,0,564,354,254,252,6481.007812,2,1,56,44,0,1,1,1,2,0,0,1,7
0,0,534,354,254,252,3667.919922,2,0,53,44,0,6,3,3,4,0,0,4,5
6,1,114,0,254,0,114000000,0,0,57,0,0,42,33,17,42,0,0,42,6
6,1,114,0,254,0,57000000,0,0,57,0,0,16,14,14,16,0,0,16,6
0,1,1072,0,254,0,536000000,0,0,536,0,0,5,2,1,5,0,0,5,5
6,1,114,0,254,0,152000000,0,0,57,0,0,29,14,14,29,0,0,29,6
6,1,114,0,254,0,76000000,0,0,57,0,0,30,19,11,33,0,0,30,6
6,1,114,0,254,0,91200000,0,0,57,0,0,24,24,12,24,0,0,24,6
6,1,114,0,254,0,228000000,0,0,57,0,0,22,5,5,22,0,0,22,6
6,1,114,0,254,0,152000000,0,0,57,0,0,30,17,17,30,0,0,30,6
6,1,114,0,254,0,152000000,0,0,57,0,0,26,22,9,26,0,0,26,6
0,0,534,354,254,252,2712.177734,2,1,53,44,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,50666664,0,0,57,0,0,33,33,16,33,0,0,33,6
6,1,114,0,254,0,57000000,0,0,57,0,0,28,20,9,28,0,0,28,6
6,1,114,0,254,0,114000000,0,0,57,0,0,25,16,16,25,0,0,25,6
6,1,114,0,254,0,45600000,0,0,57,0,0,29,29,14,29,0,0,29,6
6,1,114,0,254,0,50666664,0,0,57,0,0,34,10,10,34,0,0,34,6
0,0,564,354,254,252,3149.310791,2,1,56,44,0,2,1,1,1,0,0,2,7
0,1,168,0,254,0,74666664,0,0,84,0,0,4,1,1,1,0,0,2,7
0,0,774,556,254,252,5316.091309,4,3,55,56,0,1,1,1,28,0,0,2,5
6,1,114,0,254,0,152000000,0,0,57,0,0,17,17,17,17,0,0,17,6
0,1,180,0,254,0,720000000,0,0,90,0,0,4,4,3,3,0,0,3,5
6,1,114,0,254,0,50666664,0,0,57,0,0,30,12,12,30,0,0,30,6
6,1,114,0,254,0,456000000,0,0,57,0,0,33,17,17,33,0,0,33,6
0,0,564,354,254,252,4991.513184,2,1,56,44,0,7,1,1,1,0,0,2,7
0,0,756,354,254,252,3692.540527,2,1,76,44,0,1,1,1,1,0,0,1,5
6,1,114,0,254,0,50666664,0,0,57,0,0,24,7,7,24,0,0,24,6
6,1,114,0,254,0,57000000,0,0,57,0,0,33,33,16,33,0,0,33,6
6,1,114,0,254,0,50666664,0,0,57,0,0,16,16,16,16,0,0,16,6
0,1,168,0,254,0,224000000,0,0,84,0,0,1,1,1,1,0,0,1,7
4,0,878,354,254,252,1445.698242,2,1,88,44,0,1,1,1,1,0,0,1,7
0,1,200,0,254,0,400000000,0,0,100,0,0,6,3,3,8,0,0,6,2
6,1,114,0,254,0,57000000,0,0,57,0,0,38,33,17,38,0,0,38,6
6,1,114,0,254,0,152000000,0,0,57,0,0,30,17,17,30,0,0,30,6
6,1,114,0,254,0,57000000,0,0,57,0,0,33,31,14,33,0,0,33,6
6,1,114,0,254,0,152000000,0,0,57,0,0,27,16,16,27,0,0,27,6
6,1,114,0,254,0,91200000,0,0,57,0,0,26,16,16,26,0,0,26,6
0,0,534,354,254,252,1309.371826,2,1,53,44,0,3,1,1,1,0,0,1,5
6,1,114,0,254,0,152000000,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,76000000,0,0,57,0,0,18,16,16,18,0,0,18,6
0,0,564,354,254,252,4461.820312,2,1,56,44,0,2,2,1,1,0,0,1,7
6,1,114,0,254,0,50666664,0,0,57,0,0,26,18,18,26,0,0,26,6
4,0,1296,354,254,252,7392.456543,2,1,130,44,0,1,1,1,1,0,0,1,9
6,1,114,0,254,0,50666664,0,0,57,0,0,28,17,17,28,0,0,28,6
0,1,200,0,254,0,160000000,0,0,100,0,0,2,2,2,2,0,0,2,1
0,1,168,0,254,0,224000000,0,0,84,0,0,2,1,1,1,0,0,1,7
6,1,114,0,254,0,456000000,0,0,57,0,0,23,19,18,23,0,0,22,6
0,0,902,354,254,252,7975.337402,2,1,90,44,0,11,2,2,11,0,0,14,5
6,1,114,0,254,0,57000000,0,0,57,0,0,34,34,16,34,0,0,34,6
0,1,2222,0,254,0,888800000,0,0,1111,0,0,2,2,1,2,0,0,2,5
6,1,114,0,254,0,76000000,0,0,57,0,0,26,10,10,26,0,0,26,6
6,1,114,0,254,0,91200000,0,0,57,0,0,49,41,19,49,0,0,49,6
0,0,34706,1016,254,252,216583.2969,15,2,964,73,0,5,2,2,5,0,0,6,5
6,1,114,0,254,0,76000000,0,0,57,0,0,34,34,16,34,0,0,34,6
0,0,694,268,254,252,13181.23926,2,1,69,45,0,5,2,1,5,0,0,5,5
6,1,114,0,254,0,152000000,0,0,57,0,0,24,11,11,24,0,0,24,6
6,1,114,0,254,0,456000000,0,0,57,0,0,8,8,8,8,0,0,8,6
0,1,200,0,254,0,100000000,0,0,100,0,0,14,5,5,17,0,0,14,5
0,0,564,354,254,252,5997.41748,2,1,56,44,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,152000000,0,0,57,0,0,23,17,17,23,0,0,23,6
0,1,200,0,254,0,200000000,0,0,100,0,0,5,1,1,5,0,0,5,1
6,1,114,0,254,0,50666664,0,0,57,0,0,34,17,17,34,0,0,34,6
0,0,564,354,254,252,4439.734863,2,1,56,44,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,50666664,0,0,57,0,0,25,18,18,25,0,0,25,6
0,1,200,0,254,0,100000000,0,0,100,0,0,4,2,2,4,0,0,4,6
0,1,168,0,254,0,51692308,0,0,84,0,0,1,1,1,1,0,0,2,7
6,1,114,0,254,0,152000000,0,0,57,0,0,29,18,18,29,0,0,29,6
6,1,114,0,254,0,57000000,0,0,57,0,0,14,6,6,14,0,0,14,6
6,1,114,0,254,0,50666664,0,0,57,0,0,26,26,11,26,0,0,26,6
6,1,114,0,254,0,91200000,0,0,57,0,0,13,13,13,13,0,0,13,6
6,1,114,0,254,0,76000000,0,0,57,0,0,33,17,17,33,0,0,33,6
4,0,902,268,254,252,9318.726562,2,1,90,45,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,57000000,0,0,57,0,0,22,17,17,23,0,0,22,6
0,1,1064,0,254,0,1418666624,0,0,532,0,0,1,1,1,1,0,0,1,5
6,1,114,0,254,0,50666664,0,0,57,0,0,25,14,14,25,0,0,25,6
0,0,564,354,254,252,6086.848633,2,1,56,44,0,2,1,1,1,0,0,1,7
0,1,200,0,254,0,100000000,0,0,100,0,0,9,4,4,13,0,0,9,2
4,0,1140,892,254,252,3757.249023,2,2,114,89,45,1,1,1,2,0,0,2,6
6,1,114,0,254,0,152000000,0,0,57,0,0,19,5,3,19,0,0,19,6
6,1,114,0,254,0,57000000,0,0,57,0,0,33,33,17,33,0,0,33,6
6,1,114,0,254,0,50666664,0,0,57,0,0,28,17,17,28,0,0,28,6
0,0,610,268,254,252,12901.29297,2,1,61,45,0,5,2,1,4,0,0,4,5
0,1,200,0,254,0,88888888,0,0,100,0,0,3,1,1,4,0,0,3,1
0,0,1162,830,254,252,6049.260742,3,2,97,83,0,1,1,1,1,0,0,1,5
0,0,1038,790,254,252,5994.716797,3,2,87,79,0,5,1,1,1,0,0,1,5
6,1,114,0,254,0,57000000,0,0,57,0,0,22,17,17,22,0,0,22,6
6,1,114,0,254,0,65142856,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,152000000,0,0,57,0,0,27,8,8,27,0,0,27,6
6,1,114,0,254,0,50666664,0,0,57,0,0,36,33,17,36,0,0,36,6
6,1,114,0,254,0,456000000,0,0,57,0,0,37,33,16,37,0,0,37,6
0,1,12832,0,254,0,3008.379883,0,0,458,0,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,228000000,0,0,57,0,0,30,14,14,30,0,0,30,6
0,1,104,0,254,0,83200000,0,0,52,0,0,5,1,1,2,0,0,2,5
1,0,948,682,254,252,2160.783447,4,4,68,57,0,1,1,1,1,0,0,1,5
0,0,1138,752,254,252,11756.37598,3,2,95,94,0,3,1,1,3,0,0,3,5
0,0,1198,712,254,252,20137.93359,3,2,100,89,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,45600000,0,0,57,0,0,23,12,12,23,0,0,23,6
6,1,114,0,254,0,152000000,0,0,57,0,0,24,8,8,24,0,0,24,6
6,1,114,0,254,0,76000000,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,65142856,0,0,57,0,0,25,16,16,25,0,0,25,6
6,1,114,0,254,0,50666664,0,0,57,0,0,50,50,28,50,0,0,50,6
0,1,2122,0,254,0,2122000000,0,0,1061,0,0,1,1,1,1,0,0,1,6
0,1,168,0,254,0,224000000,0,0,84,0,0,1,1,1,1,0,0,2,7
0,0,564,354,254,252,4112.211426,2,1,56,44,0,1,1,1,1,0,0,3,7
6,1,114,0,254,0,114000000,0,0,57,0,0,29,13,13,30,0,0,29,6
6,1,114,0,254,0,76000000,0,0,57,0,0,30,14,14,30,0,0,30,6
0,1,200,0,254,0,160000000,0,0,100,0,0,6,3,3,6,0,0,6,1
6,1,114,0,254,0,50666664,0,0,57,0,0,33,16,16,33,0,0,33,6
0,1,180,0,254,0,144000000,0,0,90,0,0,10,2,2,10,0,0,10,1
0,0,534,354,254,252,5810.862793,2,1,53,44,0,2,1,1,1,0,0,1,5
0,0,534,268,254,252,5829.658203,2,1,53,45,0,3,1,1,3,0,0,4,5
6,1,114,0,254,0,50666664,0,0,57,0,0,33,33,17,33,0,0,33,6
6,1,114,0,254,0,50666664,0,0,57,0,0,25,5,5,25,0,0,25,6
0,0,564,354,254,252,2614.264648,2,1,56,44,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,57000000,0,0,57,0,0,42,5,5,42,0,0,42,6
0,1,200,0,254,0,160000000,0,0,100,0,0,6,2,2,6,0,0,6,2
0,0,186002,1128,254,252,872040.375,71,1,1257,43,0,3,1,1,2,0,0,2,5
6,1,114,0,254,0,26823528,0,0,57,0,0,16,16,16,16,0,0,16,6
6,1,114,0,254,0,65142856,0,0,57,0,0,18,18,18,18,0,0,18,6
4,0,68197,612,254,252,687472,27,1,1137,44,0,1,2,1,3,0,0,2,5
0,1,168,0,254,0,224000000,0,0,84,0,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,50666664,0,0,57,0,0,24,7,7,24,0,0,24,6
0,0,774,642,254,252,5702.259277,4,3,55,54,0,3,1,1,3,0,0,3,5
6,1,114,0,254,0,152000000,0,0,57,0,0,12,12,12,12,0,0,12,6
0,0,564,354,254,252,1816.237427,2,1,56,44,0,4,1,1,1,0,0,1,7
0,1,166,0,254,0,83000000,0,0,83,0,0,5,1,1,5,0,0,5,5
0,1,200,0,254,0,88888888,0,0,100,0,0,3,2,2,4,0,0,3,2
0,1,200,0,254,0,114285712,0,0,100,0,0,4,3,3,4,0,0,4,6
0,1,224,0,254,0,224000000,0,0,112,0,0,5,1,1,5,0,0,5,8
0,1,168,0,254,0,74666664,0,0,84,0,0,1,1,1,1,0,0,1,7
0,1,200,0,254,0,200000000,0,0,100,0,0,8,3,3,8,0,0,8,5
6,1,114,0,254,0,456000000,0,0,57,0,0,11,11,11,11,0,0,11,6
0,0,634,268,254,252,25628.94336,2,1,63,45,0,2,1,1,1,0,0,1,8
0,1,200,0,254,0,133333328,0,0,100,0,0,2,1,1,2,0,0,2,1
0,1,200,0,254,0,114285712,0,0,100,0,0,10,4,4,11,0,0,10,7
0,0,584,268,254,252,10684.70508,2,1,58,45,0,4,1,1,1,0,0,2,8
0,0,564,354,254,252,3772.950684,2,1,56,44,0,1,1,1,1,0,0,2,7
0,1,200,0,254,0,88888888,0,0,100,0,0,4,2,2,4,0,0,4,7
6,1,114,0,254,0,50666664,0,0,57,0,0,14,14,14,14,0,0,14,6
